Name,Age,Gender,Voice,Rating,Walking Behaviour,Tipping,Is Happy
Casey Mason,25,Female,Normal,Good,Normal,Much,Yes
Bryson Steele,33,Female,Normal,Good,Normal,Much,Yes
Gabriel Gillespie,32,Male,Normal,Bad,Normal,None,No
Tatum Cardenas,28,Female,Normal,Normal,Normal,Much,Yes
Vicente Patterson,42,Female,Normal,Bad,Rushed,None,No
Paula Fields,43,Female,Raised,Bad,Normal,None,No
Ruben Young,35,Female,Normal,Bad,Rushed,None,No
Milton Berg,36,Male,Normal,Bad,Rushed,Much,No
Amiah Ford,26,Male,Raised,Bad,Rushed,None,No
Dayana Hartman,20,Female,Normal,Bad,Rushed,None,No
Ernesto Bray,30,Male,Normal,Bad,Rushed,None,No
Lawson Booker,43,Female,Raised,Good,Rushed,Much,No
Cameron Bryan,32,Female,Raised,Bad,Normal,None,No
Steve Johnston,30,Female,Normal,Normal,Normal,Much,Yes
Paris Tanner,26,Male,Raised,Bad,Rushed,None,No
Koen Benitez,31,Female,Normal,Good,Normal,Normal,Yes
River Hall,28,Male,Raised,Good,Slow,Little,No
Paulina Stafford,30,Male,Raised,Bad,Normal,Normal,Yes
Roy Foley,35,Male,Normal,Bad,Rushed,None,No
Daniela Velez,32,Male,Raised,Bad,Normal,Little,No
Ella Garza,37,Male,Raised,Normal,Rushed,Much,Yes
Gabriel Barry,41,Female,Raised,Good,Normal,Normal,Yes
Amiyah Dickerson,36,Male,Normal,Normal,Rushed,Much,Yes
Donovan Mays,18,Female,Raised,Good,Normal,Much,Yes
Luca Drake,27,Female,Raised,Bad,Rushed,None,No
Chase Walker,35,Male,Normal,Good,Rushed,None,No
Kadyn Steele,20,Female,Raised,Bad,Rushed,None,No
Carmelo Shelton,36,Female,Normal,Bad,Normal,Much,Yes
Perla Larson,18,Male,Raised,Bad,Rushed,None,No
Lucia Smith,41,Female,Normal,Good,Slow,Much,Yes
Rayne Fleming,29,Male,Raised,Good,Rushed,None,No
Skye Hartman,27,Male,Raised,Bad,Normal,Much,No
Alyson Oliver,25,Male,Normal,Bad,Normal,Much,Yes
Marc Gonzales,50,Male,Raised,Good,Slow,Much,Yes
Isaiah Chan,19,Female,Raised,Bad,Normal,Much,Yes
Baylee Mcgrath,17,Female,Raised,Bad,Rushed,None,No
Aiyana Doyle,35,Female,Raised,Bad,Rushed,None,No
Ramiro Bartlett,28,Male,Normal,Bad,Normal,Much,Yes
Liliana Meyers,46,Female,Raised,Bad,Rushed,None,No
Kaylah Cortez,18,Male,Raised,Good,Rushed,None,No
Piper Dominguez,20,Female,Normal,Bad,Normal,None,No
Meghan Galvan,35,Female,Normal,Normal,Rushed,Little,No
Taylor Rojas,21,Female,Raised,Bad,Normal,None,No
Deja Rubio,25,Female,Raised,Bad,Rushed,None,No
Shyla Eaton,42,Male,Raised,Bad,Rushed,Little,No
Jeremiah Marks,41,Female,Normal,Good,Normal,Much,Yes
Jett Massey,49,Male,Normal,Bad,Normal,Much,Yes
Janae Rivera,21,Male,Normal,Normal,Rushed,None,No
Taniya Reed,28,Female,Normal,Bad,Slow,None,No
Kelly Hendricks,30,Female,Normal,Good,Normal,Much,Yes
Morgan Shea,34,Male,Normal,Bad,Slow,None,No
Zack Beard,30,Male,Normal,Normal,Normal,Much,Yes
Jimmy Buck,20,Male,Raised,Bad,Rushed,None,No
Wilson Warner,40,Male,Normal,Good,Normal,Much,Yes
Hayden Barrera,35,Male,Raised,Good,Normal,Normal,Yes
Reina Barron,49,Male,Raised,Bad,Rushed,None,No
Amira Hayes,49,Female,Raised,Bad,Normal,None,No
Kyle Curtis,34,Male,Raised,Bad,Rushed,None,No
Rose Ryan,30,Male,Normal,Bad,Rushed,Much,Yes
Mya Mendoza,18,Male,Raised,Good,Rushed,None,No
Jaylee Barnes,27,Female,Normal,Normal,Rushed,Much,Yes
Adrianna Petty,31,Male,Raised,Bad,Rushed,None,No
Tomas Rosales,22,Male,Normal,Normal,Rushed,None,No
Cale Lewis,47,Male,Raised,Bad,Rushed,None,No
Carson Barker,27,Male,Raised,Bad,Rushed,None,No
Hannah Crosby,28,Male,Normal,Normal,Normal,Much,Yes
Elias Mcclure,34,Male,Raised,Bad,Rushed,None,No
Emerson Price,25,Male,Normal,Good,Rushed,Much,Yes
Kael Montgomery,36,Male,Normal,Good,Rushed,Much,Yes
Ivan Beard,35,Female,Raised,Good,Normal,Much,Yes
Layne Kim,42,Male,Raised,Bad,Normal,Much,Yes
Jessica Chen,44,Female,Normal,Good,Normal,Much,Yes
Karissa Hart,50,Female,Normal,Good,Rushed,Little,Yes
Ibrahim Yoder,22,Male,Raised,Bad,Rushed,None,No
Elijah Roach,42,Female,Normal,Good,Rushed,None,No
Keyon Moran,34,Male,Normal,Bad,Rushed,None,No
Patricia Terrell,35,Female,Raised,Bad,Rushed,None,No
Jayleen Hampton,31,Female,Normal,Normal,Normal,Much,Yes
Derek Hunter,50,Female,Raised,Good,Normal,Much,Yes
Lewis Mendez,40,Male,Normal,Good,Normal,Much,Yes
Jabari Henson,34,Male,Normal,Good,Rushed,Much,Yes
Alexa Bell,40,Male,Normal,Normal,Slow,Much,Yes
Keon Reyes,21,Female,Normal,Bad,Slow,Little,No
Jonas Duke,29,Male,Normal,Normal,Rushed,Little,Yes
Draven Terry,21,Male,Raised,Good,Normal,Much,Yes
Kendrick Michael,42,Male,Normal,Normal,Normal,Normal,Yes
Oswaldo Ross,20,Female,Raised,Normal,Slow,Little,No
Emely Dunlap,33,Female,Normal,Bad,Normal,Much,Yes
Allie Terry,22,Male,Raised,Normal,Rushed,None,No
Emely Hammond,35,Male,Normal,Good,Normal,Much,Yes
Heidy Wright,25,Male,Normal,Good,Slow,Much,Yes
Luis Alexander,19,Female,Raised,Normal,Normal,Much,Yes
Dixie Lara,38,Male,Normal,Good,Slow,Little,Yes
Rigoberto Wilcox,43,Male,Raised,Normal,Slow,None,No
Hamza Wise,35,Male,Normal,Normal,Normal,Little,Yes
Dario Hoffman,24,Female,Normal,Good,Rushed,Little,No
Sidney Larsen,44,Female,Normal,Bad,Normal,Much,Yes
Maria Carter,50,Male,Raised,Bad,Rushed,None,No
Shiloh David,50,Male,Normal,Bad,Normal,Much,Yes
Elias Malone,47,Male,Raised,Good,Normal,Much,Yes
Jocelynn Branch,23,Male,Normal,Good,Normal,None,No
Tiana Gibbs,37,Male,Raised,Bad,Normal,Much,Yes
Rachel Bright,27,Male,Normal,Bad,Rushed,None,No
Nathan Santana,18,Male,Raised,Bad,Normal,Much,No
Brett Meyer,43,Female,Normal,Good,Normal,Much,Yes
Madeleine Cain,41,Female,Raised,Bad,Rushed,None,No
Lia Galvan,33,Male,Normal,Good,Normal,Much,Yes
Broderick Faulkner,32,Male,Normal,Normal,Rushed,Much,Yes
Kaylynn Hoffman,29,Male,Normal,Bad,Normal,None,No
Kara Walls,25,Female,Normal,Bad,Rushed,None,No
Kristen Holder,25,Male,Normal,Bad,Slow,Little,Yes
Haiden Vang,36,Female,Raised,Bad,Rushed,Little,No
Dillan Allison,29,Male,Raised,Bad,Rushed,Much,No
Quinn Mclean,25,Male,Raised,Bad,Rushed,Much,No
London Dunn,25,Female,Raised,Good,Normal,Much,Yes
Grady Hodges,46,Female,Normal,Normal,Rushed,None,No
Alisa Beasley,35,Male,Normal,Normal,Normal,Much,Yes
Ezra Chung,44,Female,Raised,Good,Slow,Much,Yes
Mikayla Arellano,44,Male,Normal,Normal,Normal,Much,Yes
Alvin Cabrera,19,Male,Raised,Bad,Rushed,None,No
Ann Bradshaw,26,Female,Raised,Bad,Rushed,None,No
Wesley Case,41,Female,Normal,Good,Normal,Much,Yes
Quentin Crosby,41,Male,Normal,Good,Slow,Much,Yes
Thaddeus Dalton,35,Male,Normal,Bad,Rushed,Much,No
Kyle Wade,42,Female,Normal,Good,Normal,Much,Yes
Kaitlin Vasquez,19,Male,Normal,Bad,Rushed,None,No
Conor Irwin,30,Female,Raised,Good,Normal,None,No
Justus Park,25,Male,Raised,Good,Rushed,Much,No
Peyton Hickman,33,Male,Raised,Bad,Rushed,Normal,Yes
Phoenix Good,50,Male,Normal,Normal,Rushed,Much,Yes
Marisa Robles,41,Female,Raised,Bad,Rushed,None,No
Sean Johnson,36,Female,Raised,Normal,Normal,Much,Yes
Norah Rowland,46,Male,Normal,Good,Rushed,Much,Yes
Melissa Murray,33,Female,Normal,Bad,Rushed,None,No
Kristina Valentine,29,Female,Raised,Good,Normal,Much,Yes
Valerie Eaton,39,Female,Raised,Bad,Normal,None,No
Rayna Hammond,29,Male,Raised,Bad,Normal,Little,No
Colin Tate,45,Male,Raised,Bad,Slow,None,No
Justus Mendoza,30,Female,Normal,Bad,Normal,None,No
Kimberly Fitzgerald,20,Female,Normal,Good,Normal,Much,Yes
Bruce Carey,18,Female,Normal,Good,Normal,Much,Yes
Mariam Robertson,30,Female,Normal,Good,Normal,Much,Yes
Corinne Crawford,23,Male,Normal,Good,Normal,Little,Yes
Triston Steele,18,Female,Raised,Good,Rushed,None,No
Cayden Finley,28,Female,Raised,Good,Rushed,Much,Yes
Valentina Calhoun,28,Female,Raised,Bad,Rushed,None,No
Sydnee Warren,41,Male,Raised,Bad,Normal,Little,Yes
Anne Downs,23,Male,Normal,Bad,Rushed,None,No
Sawyer Hernandez,45,Male,Raised,Bad,Rushed,None,No
Finley Lara,24,Male,Raised,Bad,Rushed,None,No
Serenity Mcpherson,25,Female,Normal,Bad,Rushed,None,No
Kellen Thompson,32,Male,Normal,Normal,Slow,Much,Yes
Sage Long,23,Male,Normal,Normal,Rushed,None,No
Rowan Gaines,43,Male,Raised,Normal,Slow,None,No
Jewel Stanley,42,Female,Normal,Good,Normal,Little,Yes
Alec Byrd,27,Female,Normal,Bad,Rushed,None,No
Jillian Orozco,28,Female,Normal,Normal,Rushed,Much,Yes
Myah Lindsey,23,Female,Normal,Bad,Normal,None,No
Raven Pittman,29,Male,Normal,Good,Normal,Much,Yes
Anderson Harding,41,Female,Normal,Good,Slow,Much,Yes
Tristin Young,31,Female,Normal,Good,Rushed,Much,Yes
Francesca Massey,37,Male,Normal,Good,Normal,Much,Yes
Jaylon Reilly,23,Female,Raised,Normal,Normal,Little,Yes
Aspen Brewer,41,Male,Normal,Good,Rushed,Much,Yes
Ireland Bennett,41,Female,Normal,Good,Normal,Much,Yes
Angela Phillips,41,Male,Normal,Good,Normal,Much,Yes
Katelynn Pierce,30,Female,Raised,Normal,Rushed,None,No
Dashawn Lynch,31,Female,Normal,Normal,Rushed,None,No
Zachary Stone,44,Female,Normal,Good,Normal,Much,Yes
Livia Coleman,25,Female,Raised,Bad,Rushed,None,No
Natalie Wang,30,Male,Normal,Good,Normal,Much,Yes
Chace Cannon,29,Male,Raised,Normal,Normal,Much,Yes
Pierre Smith,28,Male,Raised,Good,Normal,Much,Yes
Luciano Park,24,Male,Raised,Normal,Rushed,Much,No
Camryn Conway,47,Female,Normal,Bad,Normal,Much,Yes
Kylie Rosales,35,Male,Normal,Normal,Normal,Much,Yes
Jayleen Harrison,35,Female,Normal,Bad,Normal,Much,Yes
Bennett Watson,24,Male,Raised,Bad,Rushed,None,No
Ryann Herman,30,Female,Normal,Bad,Rushed,None,No
Chanel Rubio,31,Female,Normal,Normal,Rushed,Much,No
Lucas Bennett,36,Male,Normal,Normal,Normal,Much,Yes
Yadira Harvey,32,Male,Raised,Good,Rushed,Much,Yes
Danika Castro,44,Female,Normal,Normal,Normal,Much,Yes
Jamarion Short,20,Female,Raised,Bad,Rushed,Little,No
Jayleen Mcneil,28,Female,Normal,Good,Normal,Much,Yes
Hannah Higgins,34,Male,Normal,Normal,Rushed,Little,No
Maximus Mccann,33,Female,Normal,Bad,Normal,Much,Yes
Irvin Gillespie,36,Female,Normal,Good,Normal,Little,Yes
Talon Christensen,32,Male,Normal,Bad,Rushed,None,No
Danna Escobar,30,Male,Normal,Good,Normal,Normal,Yes
Matias Lowery,47,Male,Raised,Good,Slow,Much,Yes
Sara Rosario,26,Male,Normal,Good,Normal,Much,Yes
Madden Huang,21,Female,Normal,Good,Slow,Much,Yes
Litzy Dillon,29,Female,Normal,Bad,Rushed,None,No
Micah Montes,26,Female,Raised,Normal,Rushed,None,No
Cadence Dawson,35,Female,Raised,Normal,Rushed,Little,No
Nayeli Fry,32,Female,Raised,Normal,Rushed,Little,No
Jocelynn Escobar,17,Female,Normal,Good,Normal,Much,Yes
Ramiro Dudley,48,Male,Normal,Good,Normal,None,No
Madisyn Martinez,34,Female,Raised,Bad,Rushed,Little,No
Leah Thompson,24,Male,Raised,Normal,Rushed,None,No
Lailah Ross,34,Female,Raised,Normal,Rushed,None,No
Jefferson Gibbs,31,Male,Raised,Good,Rushed,None,No
Terry Higgins,46,Female,Normal,Normal,Normal,Much,Yes
Lindsay Long,20,Male,Raised,Bad,Rushed,None,No
Hillary Grimes,24,Male,Normal,Bad,Rushed,None,No
Sheldon Aguirre,34,Male,Normal,Good,Slow,Much,Yes
Haylee Hamilton,33,Female,Normal,Normal,Rushed,None,No
Kimora Mcbride,29,Female,Normal,Good,Slow,Much,Yes
Bridger Ramsey,19,Female,Raised,Good,Normal,Much,Yes
Amara Chavez,43,Female,Normal,Good,Normal,Much,Yes
Anabelle Ayala,42,Female,Raised,Normal,Slow,Little,No
Ryker Baker,35,Female,Raised,Normal,Normal,Little,No
Heath Serrano,20,Female,Normal,Bad,Normal,None,No
Nathalia Zavala,46,Female,Normal,Good,Normal,Little,Yes
Tyree Cooper,23,Female,Raised,Bad,Rushed,None,No
Roman Holden,19,Female,Normal,Good,Normal,Much,Yes
Jett Weber,29,Female,Raised,Bad,Rushed,None,No
Jonathan Arnold,27,Female,Normal,Bad,Slow,None,No
Laurel Walter,33,Male,Normal,Bad,Normal,Much,No
Parker Morse,30,Male,Raised,Good,Rushed,Much,No
Rudy Owen,20,Male,Normal,Bad,Rushed,None,No
Jamya Kelley,33,Female,Normal,Good,Normal,Much,Yes
Sierra Obrien,33,Female,Raised,Bad,Rushed,None,No
Jaden Doyle,43,Female,Raised,Good,Slow,Much,Yes
Kristen Bryant,19,Female,Raised,Normal,Rushed,None,No
James Rasmussen,36,Male,Normal,Good,Normal,Much,Yes
Karsyn Hickman,35,Female,Raised,Bad,Slow,None,No
Zechariah Cross,43,Female,Normal,Good,Normal,Much,Yes
Danielle Dunlap,36,Male,Normal,Good,Rushed,Much,Yes
Elliana Miller,41,Female,Normal,Bad,Slow,Normal,Yes
Turner Baird,27,Male,Normal,Normal,Normal,Much,Yes
Janiah Guzman,48,Female,Normal,Good,Normal,Much,Yes
Odin Garner,23,Female,Raised,Normal,Rushed,Much,Yes
Eden Burke,29,Female,Normal,Good,Normal,Much,Yes
Kelly Wagner,48,Male,Normal,Good,Normal,Much,Yes
Justice Haney,17,Male,Raised,Good,Rushed,None,No
Liliana Cobb,17,Male,Raised,Bad,Normal,None,No
Kael Gallagher,33,Female,Normal,Bad,Normal,Much,Yes
Elaine Zavala,17,Male,Normal,Bad,Rushed,None,No
Lexie Carey,22,Female,Raised,Bad,Slow,None,No
Toby Clarke,21,Male,Normal,Good,Rushed,Much,Yes
Perla Stanley,30,Male,Raised,Good,Normal,Much,Yes
Fernanda Bell,22,Female,Normal,Good,Rushed,None,No
Pierce Tate,28,Female,Normal,Good,Normal,Normal,Yes
Alberto Terry,38,Male,Normal,Bad,Slow,Much,Yes
Xander Hernandez,32,Female,Raised,Good,Rushed,None,No
Rene Farmer,26,Female,Raised,Bad,Normal,None,No
Emilio Montes,28,Male,Normal,Bad,Slow,None,No
Finn Rose,34,Male,Raised,Bad,Rushed,None,No
Aurora Braun,17,Female,Raised,Bad,Slow,None,No
Kendall Gallegos,43,Female,Normal,Good,Normal,Much,Yes
Sarai Black,29,Female,Raised,Bad,Rushed,None,No
Sasha Harding,48,Male,Normal,Bad,Rushed,Little,No
Abby Frost,23,Female,Raised,Good,Rushed,Much,No
Case Beltran,17,Male,Normal,Bad,Rushed,None,No
Kaya Conrad,31,Female,Normal,Good,Normal,Much,Yes
Marisol Maldonado,19,Female,Normal,Bad,Rushed,None,No
Sylvia Weber,26,Female,Raised,Bad,Rushed,Little,No
Nataly Bond,39,Male,Normal,Normal,Normal,Much,Yes
Semaj Terrell,25,Female,Raised,Normal,Rushed,None,No
Mason Harrington,17,Female,Raised,Bad,Normal,Little,No
Benjamin Coleman,37,Female,Normal,Good,Rushed,Much,Yes
Theodore Horn,20,Female,Raised,Good,Rushed,Much,No
Agustin Stone,17,Female,Raised,Bad,Normal,None,No
Sidney Hopkins,30,Male,Normal,Good,Normal,Much,Yes
Mariam Warren,27,Female,Raised,Bad,Rushed,None,No
Lainey Serrano,29,Female,Normal,Normal,Normal,Much,Yes
Laci Yang,40,Male,Raised,Good,Rushed,Much,Yes
Luka Harding,35,Female,Raised,Bad,Normal,None,No
Demetrius Nash,32,Female,Raised,Bad,Normal,Much,Yes
Tristian Weber,48,Male,Normal,Bad,Normal,Normal,Yes
Kristin Walter,29,Male,Raised,Good,Rushed,Much,Yes
Annalise Ingram,35,Female,Raised,Good,Rushed,Much,Yes
Ariel Werner,34,Female,Normal,Bad,Slow,None,No
Lexi Galloway,19,Female,Raised,Bad,Rushed,None,No
Lillie Collins,38,Male,Normal,Bad,Normal,Much,Yes
Willow Simon,27,Female,Normal,Bad,Normal,None,No
Alan Hoffman,35,Female,Raised,Bad,Rushed,None,No
Jameson Rosales,33,Female,Raised,Normal,Slow,None,No
Asher Rivers,50,Female,Normal,Good,Normal,Much,Yes
Luca Cherry,30,Female,Raised,Normal,Normal,Much,Yes
Derrick Pope,25,Female,Raised,Normal,Rushed,None,No
Jonas Martinez,42,Male,Normal,Normal,Normal,Much,Yes
Sharon Jenkins,36,Male,Normal,Normal,Slow,Normal,Yes
Jeremy Frey,25,Female,Raised,Bad,Rushed,None,No
Quinn Beck,21,Male,Raised,Bad,Normal,None,No
Laila Martinez,40,Female,Raised,Good,Normal,Much,Yes
Devan Kane,20,Male,Raised,Good,Normal,Much,Yes
Sandra Park,22,Female,Raised,Normal,Normal,None,No
Aileen Knight,28,Female,Normal,Bad,Normal,None,No
Reginald Fields,39,Female,Normal,Bad,Rushed,Little,No
Reid Wilson,27,Male,Normal,Normal,Normal,Much,Yes
Leticia Cowan,41,Female,Normal,Good,Normal,Much,Yes
Jocelynn Black,49,Female,Raised,Good,Normal,Much,Yes
Sloane Velazquez,46,Female,Normal,Good,Normal,Much,Yes
Marisol Hobbs,35,Female,Raised,Bad,Slow,None,No
Octavio Gay,25,Female,Normal,Good,Rushed,Much,Yes
Thomas Farley,17,Male,Raised,Good,Rushed,None,No
Hazel Hill,33,Female,Raised,Normal,Normal,None,No
Casey Watson,25,Female,Normal,Normal,Rushed,None,No
Orlando Green,34,Female,Raised,Good,Rushed,Much,No
Dayton Hancock,40,Male,Normal,Normal,Normal,Much,Yes
Marley Hinton,23,Male,Raised,Bad,Rushed,None,No
Kaelyn Hansen,30,Male,Normal,Bad,Normal,Much,Yes
Darryl Roman,32,Female,Normal,Bad,Normal,Much,Yes
Ashanti Acosta,21,Female,Raised,Good,Normal,Little,Yes
Aaron Morse,34,Male,Raised,Bad,Rushed,None,No
Shannon Floyd,42,Female,Normal,Good,Rushed,Much,Yes
Wilson Estrada,33,Male,Normal,Normal,Rushed,Much,Yes
Fernando Mathews,34,Male,Raised,Normal,Rushed,None,No
Aaliyah Brock,40,Male,Normal,Good,Normal,Little,Yes
Colin Mcbride,25,Male,Raised,Normal,Normal,Little,Yes
Maeve Chase,46,Male,Raised,Normal,Rushed,None,No
Zoie Mcdonald,39,Female,Normal,Good,Normal,Little,Yes
Beckett Mcintyre,26,Female,Raised,Normal,Rushed,None,No
Slade Koch,44,Female,Normal,Good,Normal,Little,Yes
Ulises Joseph,25,Male,Raised,Bad,Normal,Much,No
Corinne Martinez,39,Female,Normal,Good,Normal,Much,Yes
Annabelle Michael,20,Male,Raised,Bad,Rushed,Little,No
Zavier Bullock,24,Female,Normal,Bad,Rushed,Little,No
Colin Li,41,Female,Normal,Good,Normal,Little,Yes
Eli Baker,23,Male,Raised,Bad,Rushed,None,No
Camryn Romero,46,Female,Normal,Good,Rushed,Much,Yes
Jaida Browning,42,Female,Normal,Good,Normal,Little,Yes
Barbara Cook,17,Male,Normal,Good,Normal,Much,Yes
Jordon Christian,19,Male,Raised,Bad,Rushed,None,No
Luciano Singleton,33,Female,Raised,Bad,Rushed,None,No
Amir David,19,Male,Normal,Bad,Normal,Much,Yes
Mylee Wallace,27,Male,Normal,Good,Slow,Much,Yes
Gillian James,46,Female,Raised,Good,Normal,Much,Yes
Makenna Hartman,23,Male,Normal,Bad,Rushed,None,No
Anne Ferrell,50,Female,Raised,Normal,Normal,Much,Yes
Kelvin Cameron,26,Male,Normal,Bad,Normal,Much,Yes
Lewis Heath,26,Female,Raised,Bad,Rushed,None,No
Marcus Faulkner,28,Female,Raised,Bad,Rushed,None,No
Deja Hicks,25,Male,Raised,Normal,Normal,Much,Yes
Isai Santana,17,Female,Raised,Normal,Slow,None,No
Asia Keith,48,Male,Raised,Bad,Normal,Much,Yes
Ulises Ayala,18,Female,Normal,Bad,Normal,None,No
Dallas Pope,29,Female,Raised,Good,Normal,Much,Yes
Isabela Hull,22,Male,Normal,Good,Slow,Little,No
Leo Carroll,30,Male,Normal,Normal,Rushed,Normal,Yes
Joaquin Hammond,47,Male,Raised,Bad,Slow,None,No
Ricardo Santos,30,Male,Normal,Normal,Rushed,None,No
Jada Silva,33,Male,Raised,Bad,Slow,None,No
Claire David,27,Female,Raised,Bad,Slow,Little,No
Violet Ball,26,Female,Raised,Bad,Slow,None,No
Leland Austin,33,Male,Normal,Good,Normal,Little,Yes
Desiree Roberts,35,Male,Raised,Good,Rushed,Much,Yes
Keegan Cherry,24,Female,Raised,Bad,Rushed,None,No
Jase Bray,46,Male,Raised,Good,Normal,Much,Yes
Diana Stein,45,Male,Raised,Good,Normal,Much,Yes
Sierra Skinner,47,Female,Normal,Good,Normal,Much,Yes
Deja Giles,31,Female,Raised,Bad,Rushed,None,No
Luis Liu,28,Female,Normal,Normal,Rushed,None,No
Trace Burgess,48,Male,Raised,Good,Slow,Much,Yes
Ronnie Morton,28,Male,Raised,Bad,Normal,Much,No
Chanel Powers,34,Female,Raised,Bad,Rushed,None,No
Brayan Gonzalez,27,Female,Raised,Bad,Rushed,None,No
Brock Leonard,31,Female,Raised,Good,Rushed,None,No
Shannon Avila,33,Male,Normal,Good,Rushed,Much,Yes
Rhys Goodman,40,Male,Raised,Good,Normal,Normal,Yes
Viviana Morales,30,Female,Raised,Normal,Rushed,None,No
Jair Moore,24,Female,Raised,Bad,Normal,Normal,Yes
Brynlee Good,35,Male,Raised,Bad,Rushed,None,No
Rosa Randolph,28,Female,Raised,Normal,Normal,Much,Yes
Devan Stevens,26,Female,Raised,Good,Normal,Much,Yes
Brent Henderson,45,Female,Raised,Bad,Slow,None,No
Morgan Guzman,33,Female,Raised,Bad,Normal,Little,No
Matteo Cross,29,Male,Raised,Bad,Rushed,None,No
Yasmin Moore,25,Female,Raised,Good,Rushed,None,No
Elianna Forbes,36,Female,Normal,Normal,Normal,Much,Yes
Porter Jacobs,46,Male,Normal,Good,Rushed,Much,Yes
Mason Wagner,29,Male,Raised,Bad,Rushed,None,No
Destiney Hicks,31,Female,Normal,Bad,Slow,None,No
Alisha Ho,19,Male,Normal,Bad,Rushed,None,No
Scarlet Hogan,38,Female,Normal,Good,Normal,Much,Yes
Martin Rice,25,Female,Raised,Bad,Slow,None,No
Lea Tucker,26,Male,Normal,Bad,Slow,None,No
Gideon Simmons,17,Male,Normal,Good,Rushed,None,No
Aaron Kane,39,Male,Normal,Good,Normal,Much,Yes
Christopher Sellers,37,Male,Normal,Good,Normal,Much,Yes
Shayla Marshall,38,Female,Raised,Good,Rushed,Little,Yes
Mekhi Schmitt,48,Male,Normal,Good,Normal,Much,Yes
Marisa Gray,23,Female,Raised,Bad,Rushed,None,No
Kaley Morse,32,Male,Normal,Bad,Slow,None,No
Tamara Morrison,33,Female,Normal,Good,Normal,Much,Yes
Jude Griffin,29,Male,Raised,Good,Rushed,Much,No
Marc Branch,21,Male,Raised,Good,Normal,Much,Yes
Madison Franco,34,Male,Normal,Good,Slow,Much,No
Javon Moyer,33,Male,Normal,Good,Rushed,Much,Yes
Nasir Gregory,34,Female,Normal,Bad,Rushed,None,No
Saige Green,17,Female,Raised,Normal,Slow,None,No
Lexie Byrd,30,Male,Raised,Bad,Rushed,None,No
Baylee Pineda,32,Male,Raised,Good,Rushed,None,No
Zariah Walker,49,Female,Raised,Good,Normal,Normal,Yes
Madilyn Ramsey,46,Female,Normal,Good,Normal,Much,Yes
Keshawn Rice,41,Male,Normal,Good,Rushed,Much,Yes
Mateo Chapman,50,Male,Normal,Good,Normal,None,No
Madison Soto,24,Male,Normal,Bad,Rushed,Much,No
Julia Levy,48,Female,Normal,Good,Normal,Much,Yes
Aiden Shea,18,Male,Normal,Bad,Slow,Much,Yes
Trey Newton,38,Female,Normal,Good,Normal,Much,Yes
Gideon Neal,46,Female,Raised,Good,Normal,Much,Yes
Niko Payne,34,Male,Raised,Bad,Rushed,None,No
Seth Caldwell,26,Female,Raised,Bad,Rushed,Little,No
Abbey Smith,26,Male,Normal,Bad,Rushed,None,No
Gavin Carson,38,Male,Raised,Normal,Slow,None,No
Rodney Gould,30,Female,Raised,Good,Normal,Much,Yes
Leland Coleman,38,Male,Normal,Good,Normal,Much,Yes
Alana Barron,44,Female,Normal,Good,Normal,Much,Yes
Amina Shea,47,Female,Normal,Bad,Normal,Much,Yes
Zavier Jarvis,22,Female,Raised,Bad,Normal,None,No
Issac Gardner,28,Male,Normal,Bad,Normal,Much,Yes
Jan Woods,21,Male,Normal,Good,Normal,Much,Yes
Janiah Farrell,22,Male,Normal,Bad,Normal,None,No
Lacey Holden,40,Female,Raised,Good,Normal,Much,Yes
Jameson Anthony,19,Female,Raised,Normal,Normal,None,No
Jayla Huber,17,Male,Raised,Bad,Rushed,None,No
Cash Joyce,25,Male,Raised,Bad,Rushed,None,No
Haylee Munoz,17,Female,Normal,Bad,Rushed,None,No
Zaiden Smith,31,Male,Normal,Normal,Rushed,Little,No
Kayden Thornton,35,Male,Normal,Good,Normal,Normal,Yes
Frances Prince,25,Male,Normal,Good,Slow,Much,Yes
Rey Newman,34,Male,Normal,Bad,Normal,Much,Yes
Ana Melendez,26,Male,Normal,Bad,Rushed,None,No
Lillianna Frost,38,Male,Normal,Normal,Slow,Little,No
Bradyn Welch,31,Female,Normal,Good,Normal,Much,Yes
Beau Watkins,29,Male,Raised,Good,Slow,None,No
Soren Cooke,25,Male,Raised,Bad,Normal,Little,No
Greta Dennis,25,Male,Normal,Normal,Slow,Normal,Yes
